"","ga_pais","ga_estado","ga_cidade","player","device","canal","programa","qualidade","mes"
"793957","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","The Good Doctor - O Bom Doutor",2216000,202012
"794001","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","The Voice Brasil",2212000,202012
"794025","Brazil","State of Pernambuco","Recife","desktop","desktop","Rede Globo","Ti-ti-ti",2219000,202012
"794057","Brazil","State of Sao Paulo","Taboao da Serra","desktop","desktop","Rede Globo","Globoplay",3189000,202012
"794135","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Multishow OTT","Vai Que Cola",5214000,202012
"794152","Brazil","State of Minas Gerais","Alem Paraiba","desktop","desktop","Globoplay OTT","Pessoa de Interesse",1221001,202012
"794161","Brazil","State of Amazonas","Manaus","desktop","desktop","Rede Globo","Salve Jorge",1090000,202012
"794201","Brazil","State of Rio de Janeiro","Niteroi","desktop","desktop","Rede Globo","A Força do Querer - Edição Especial",5083000,202012
"794216","Brazil","State of Rio de Janeiro","Duque de Caxias","desktop","desktop","Globoplay OTT","Manifest - O Mistério do Voo 828",4914001,202012
"794223","Brazil","State of Rio de Janeiro","Rio das Ostras","desktop","desktop","Globoplay OTT","The Big Bang Theory",4783001,202012
"794242","Brazil","State of Parana","Matinhos","desktop","desktop","Rede Globo","Globoplay Ao Vivo",655000,202012
"794244","Brazil","State of Sao Paulo","Pindamonhangaba","desktop","desktop","Rede Globo","Globoplay Ao Vivo",256000,202012
"794262","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Olivia",1221001,202012
"794263","Brazil","State of Sao Paulo","Sertaozinho","desktop","desktop","Globoplay OTT","Feras",3162001,202012
"794284","Brazil","State of Mato Grosso do Sul","Campo Grande","desktop","desktop","Globoplay OTT","The Big Bang Theory",4781001,202012
"794307","Brazil","State of Rio de Janeiro","Itaguai","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4783000,202012
"794318","Brazil","State of Parana","Curitiba","desktop","desktop","Globoplay OTT","Modern Family",756001,202012
"794323","Brazil","State of Rio Grande do Sul","Gravatai","desktop","desktop","Rede Globo","A Força do Querer - Edição Especial",5093000,202012
"794340","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","Celebridade",3489000,202012
"794347","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Chuck",2217001,202012
"794350","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Scorpion: Serviço de Inteligência",3165000,202012
"794355","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Me Chama de Bruna",756002,202012
"794366","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Laços de Família",2190000,202012
"794405","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Justificado",4916001,202012
"794432","Brazil","Federal District","Brasilia","desktop","desktop","Globoplay OTT","Chicago P.D.: Distrito 21",4905000,202012
"794494","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Bem Estar",2387000,202012
"794498","Brazil","State of Sao Paulo","Ribeirao Preto","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2086001,202012
"794522","Brazil","State of Sao Paulo","Santo Andre","desktop","desktop","Rede Globo","Orgulho e Paixão",3501000,202012
"794540","Brazil","State of Rio de Janeiro","Niteroi","desktop","tv","Globoplay OTT","Programas Institucionais",5228000,202012
"794549","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Cinema",885000,202012
"794550","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Bom Dia Brasil",2235000,202012
"794640","Brazil","State of Minas Gerais","Matozinhos","desktop","desktop","Globoplay OTT","Prison Break: Em Busca da Verdade",1349000,202012
"794781","Brazil","State of Sao Paulo","Bertioga","desktop","desktop","Rede Globo","Top Model",2368000,202012
"794826","Brazil","State of Sao Paulo","Guarulhos","desktop","desktop","Multishow OTT","Vai Que Cola",2215000,202012
"794893","Brazil","State of Para","Castanhal","desktop","desktop","GloboNews OTT","GloboNews Ao Vivo",3189000,202012
"794965","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Verdades Secretas",2218000,202012
"794968","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Justiça",4088000,202012
"795029","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Rede Globo","Cinema",3134000,202012
"795089","Brazil","State of Sao Paulo","Guarulhos","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2089000,202012
"795090","Brazil","State of Sao Paulo","Guarulhos","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",3162000,202012
"795130","Brazil","State of Ceara","(not set)","desktop","desktop","Rede Globo","Globoplay Ao Vivo",410000,202012
"795161","Brazil","State of Sao Paulo","Santa Cruz do Rio Pardo","desktop","desktop","Rede Globo","Globoplay Ao Vivo",655000,202012
"795182","Brazil","Federal District","Brasilia","desktop","desktop","Globoplay OTT","Homeland",2089000,202012
"795264","Brazil","State of Ceara","Maranguape","desktop","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"795301","Brazil","State of Espirito Santo","Vitoria","desktop","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"795315","Brazil","State of Goias","Goiania","desktop","desktop","Rede Globo","Jornal Nacional",2223000,202012
